JoinField,JoinField_alt,Ward/Township,Precinct,Toni Preckwinkle,Brendan Reilly,Total Voters
COOK:7200060,COOK:Bremen Precinct 60,Bremen,60,65,50,115
COOK:7200061,COOK:Bremen Precinct 61,Bremen,61,62,37,99
COOK:7200062,COOK:Bremen Precinct 62,Bremen,62,71,38,109
COOK:7200063,COOK:Bremen Precinct 63,Bremen,63,197,32,229
COOK:7200064,COOK:Bremen Precinct 64,Bremen,64,110,75,185
COOK:7200065,COOK:Bremen Precinct 65,Bremen,65,84,60,144
COOK:7200066,COOK:Bremen Precinct 66,Bremen,66,295,75,370
COOK:7300001,COOK:Calumet Precinct 1,Calumet,1,112,49,161
COOK:7300002,COOK:Calumet Precinct 2,Calumet,2,90,38,128
COOK:7300003,COOK:Calumet Precinct 3,Calumet,3,144,48,192
COOK:7300004,COOK:Calumet Precinct 4,Calumet,4,102,24,126
COOK:7300005,COOK:Calumet Precinct 5,Calumet,5,231,41,272
COOK:7300006,COOK:Calumet Precinct 6,Calumet,6,167,59,226
COOK:7300007,COOK:Calumet Precinct 7,Calumet,7,149,40,189
COOK:7300008,COOK:Calumet Precinct 8,Calumet,8,75,18,93
COOK:7300009,COOK:Calumet Precinct 9,Calumet,9,187,47,234
COOK:7300010,COOK:Calumet Precinct 10,Calumet,10,203,36,239
COOK:7300011,COOK:Calumet Precinct 11,Calumet,11,262,76,338
COOK:9800001,COOK:Cicero Precinct 1,Cicero,1,110,51,161
COOK:9800002,COOK:Cicero Precinct 2,Cicero,2,49,29,78
COOK:9800003,COOK:Cicero Precinct 3,Cicero,3,74,40,114
COOK:9800004,COOK:Cicero Precinct 4,Cicero,4,90,38,128
COOK:9800005,COOK:Cicero Precinct 5,Cicero,5,130,115,245
COOK:9800006,COOK:Cicero Precinct 6,Cicero,6,105,64,169
COOK:9800007,COOK:Cicero Precinct 7,Cicero,7,62,31,93
COOK:9800008,COOK:Cicero Precinct 8,Cicero,8,62,51,113
COOK:9800009,COOK:Cicero Precinct 9,Cicero,9,105,60,165
COOK:9800010,COOK:Cicero Precinct 10,Cicero,10,114,76,190
COOK:9800011,COOK:Cicero Precinct 11,Cicero,11,110,92,202
COOK:9800012,COOK:Cicero Precinct 12,Cicero,12,110,74,184
COOK:9800013,COOK:Cicero Precinct 13,Cicero,13,112,79,191
COOK:9800014,COOK:Cicero Precinct 14,Cicero,14,101,67,168
COOK:9800015,COOK:Cicero Precinct 15,Cicero,15,104,57,161
COOK:9800016,COOK:Cicero Precinct 16,Cicero,16,61,44,105
COOK:9800017,COOK:Cicero Precinct 17,Cicero,17,81,55,136
COOK:9800018,COOK:Cicero Precinct 18,Cicero,18,76,29,105
COOK:9800019,COOK:Cicero Precinct 19,Cicero,19,121,78,199
COOK:9800020,COOK:Cicero Precinct 20,Cicero,20,74,40,114
COOK:9800021,COOK:Cicero Precinct 21,Cicero,21,82,56,138
COOK:9800022,COOK:Cicero Precinct 22,Cicero,22,93,60,153
COOK:9800023,COOK:Cicero Precinct 23,Cicero,23,95,92,187
COOK:9800024,COOK:Cicero Precinct 24,Cicero,24,121,68,189
COOK:9800025,COOK:Cicero Precinct 25,Cicero,25,92,46,138
COOK:9800026,COOK:Cicero Precinct 26,Cicero,26,70,66,136
COOK:9800027,COOK:Cicero Precinct 27,Cicero,27,118,77,195
COOK:9800028,COOK:Cicero Precinct 28,Cicero,28,95,54,149
COOK:9800029,COOK:Cicero Precinct 29,Cicero,29,87,62,149
COOK:9800030,COOK:Cicero Precinct 30,Cicero,30,109,82,191
COOK:9800031,COOK:Cicero Precinct 31,Cicero,31,78,61,139
COOK:7400001,COOK:Elk Grove Precinct 1,Elk Grove,1,139,63,202
COOK:7400002,COOK:Elk Grove Precinct 2,Elk Grove,2,62,35,97
COOK:7400003,COOK:Elk Grove Precinct 3,Elk Grove,3,180,109,289
COOK:7400004,COOK:Elk Grove Precinct 4,Elk Grove,4,102,50,152
COOK:7400005,COOK:Elk Grove Precinct 5,Elk Grove,5,185,92,277
COOK:7400006,COOK:Elk Grove Precinct 6,Elk Grove,6,171,100,271
COOK:7400007,COOK:Elk Grove Precinct 7,Elk Grove,7,158,103,261
COOK:7400008,COOK:Elk Grove Precinct 8,Elk Grove,8,110,73,183
COOK:7400009,COOK:Elk Grove Precinct 9,Elk Grove,9,99,59,158
COOK:7400010,COOK:Elk Grove Precinct 10,Elk Grove,10,171,98,269
COOK:7400011,COOK:Elk Grove Precinct 11,Elk Grove,11,115,90,205
COOK:7400012,COOK:Elk Grove Precinct 12,Elk Grove,12,167,113,280
COOK:7400013,COOK:Elk Grove Precinct 13,Elk Grove,13,57,24,81
COOK:7400014,COOK:Elk Grove Precinct 14,Elk Grove,14,141,75,216
COOK:7400015,COOK:Elk Grove Precinct 15,Elk Grove,15,119,85,204
COOK:7400016,COOK:Elk Grove Precinct 16,Elk Grove,16,136,79,215
COOK:7400017,COOK:Elk Grove Precinct 17,Elk Grove,17,82,40,122
COOK:7400018,COOK:Elk Grove Precinct 18,Elk Grove,18,159,73,232
COOK:7400019,COOK:Elk Grove Precinct 19,Elk Grove,19,131,83,214
COOK:7400020,COOK:Elk Grove Precinct 20,Elk Grove,20,149,89,238
COOK:7400021,COOK:Elk Grove Precinct 21,Elk Grove,21,77,52,129
COOK:7400022,COOK:Elk Grove Precinct 22,Elk Grove,22,85,67,152
COOK:7400023,COOK:Elk Grove Precinct 23,Elk Grove,23,168,101,269
COOK:7400024,COOK:Elk Grove Precinct 24,Elk Grove,24,85,48,133
COOK:7400025,COOK:Elk Grove Precinct 25,Elk Grove,25,85,50,135
COOK:7400026,COOK:Elk Grove Precinct 26,Elk Grove,26,68,54,122
COOK:7400027,COOK:Elk Grove Precinct 27,Elk Grove,27,109,82,191
COOK:7400028,COOK:Elk Grove Precinct 28,Elk Grove,28,124,62,186
COOK:7400029,COOK:Elk Grove Precinct 29,Elk Grove,29,142,92,234
COOK:7400030,COOK:Elk Grove Precinct 30,Elk Grove,30,87,70,157
COOK:7400031,COOK:Elk Grove Precinct 31,Elk Grove,31,92,56,148
COOK:7400032,COOK:Elk Grove Precinct 32,Elk Grove,32,49,26,75
COOK:7400033,COOK:Elk Grove Precinct 33,Elk Grove,33,134,84,218
COOK:7400034,COOK:Elk Grove Precinct 34,Elk Grove,34,215,124,339
COOK:7400035,COOK:Elk Grove Precinct 35,Elk Grove,35,75,37,112
COOK:7400036,COOK:Elk Grove Precinct 36,Elk Grove,36,65,31,96
COOK:7400037,COOK:Elk Grove Precinct 37,Elk Grove,37,81,87,168
COOK:7400038,COOK:Elk Grove Precinct 38,Elk Grove,38,52,21,73
COOK:7400039,COOK:Elk Grove Precinct 39,Elk Grove,39,120,69,189
COOK:7400040,COOK:Elk Grove Precinct 40,Elk Grove,40,102,59,161
COOK:7400041,COOK:Elk Grove Precinct 41,Elk Grove,41,129,54,183
COOK:7400042,COOK:Elk Grove Precinct 42,Elk Grove,42,80,30,110
COOK:7400043,COOK:Elk Grove Precinct 43,Elk Grove,43,126,77,203
COOK:7400044,COOK:Elk Grove Precinct 44,Elk Grove,44,55,38,93
COOK:7400045,COOK:Elk Grove Precinct 45,Elk Grove,45,98,58,156
COOK:7501001,COOK:Evanston Ward 1 Precinct 1,Evanston,Ward 1 Precinct 1,97,30,127
COOK:7501002,COOK:Evanston Ward 1 Precinct 2,Evanston,Ward 1 Precinct 2,261,95,356
COOK:7501003,COOK:Evanston Ward 1 Precinct 3,Evanston,Ward 1 Precinct 3,246,101,347
COOK:7501004,COOK:Evanston Ward 1 Precinct 4,Evanston,Ward 1 Precinct 4,480,193,673
COOK:7502001,COOK:Evanston Ward 2 Precinct 1,Evanston,Ward 2 Precinct 1,544,173,717
COOK:7502002,COOK:Evanston Ward 2 Precinct 2,Evanston,Ward 2 Precinct 2,256,53,309
COOK:7502003,COOK:Evanston Ward 2 Precinct 3,Evanston,Ward 2 Precinct 3,257,61,318
COOK:7502004,COOK:Evanston Ward 2 Precinct 4,Evanston,Ward 2 Precinct 4,434,81,515
COOK:7502005,COOK:Evanston Ward 2 Precinct 5,Evanston,Ward 2 Precinct 5,151,32,183
COOK:7503001,COOK:Evanston Ward 3 Precinct 1,Evanston,Ward 3 Precinct 1,290,148,438
COOK:7503002,COOK:Evanston Ward 3 Precinct 2,Evanston,Ward 3 Precinct 2,370,135,505
COOK:7503003,COOK:Evanston Ward 3 Precinct 3,Evanston,Ward 3 Precinct 3,454,136,590
COOK:7503004,COOK:Evanston Ward 3 Precinct 4,Evanston,Ward 3 Precinct 4,480,147,627
COOK:7503005,COOK:Evanston Ward 3 Precinct 5,Evanston,Ward 3 Precinct 5,326,96,422
COOK:7504001,COOK:Evanston Ward 4 Precinct 1,Evanston,Ward 4 Precinct 1,193,44,237
COOK:7504002,COOK:Evanston Ward 4 Precinct 2,Evanston,Ward 4 Precinct 2,257,54,311
COOK:7504003,COOK:Evanston Ward 4 Precinct 3,Evanston,Ward 4 Precinct 3,160,64,224
COOK:7504004,COOK:Evanston Ward 4 Precinct 4,Evanston,Ward 4 Precinct 4,536,169,705
COOK:7504005,COOK:Evanston Ward 4 Precinct 5,Evanston,Ward 4 Precinct 5,166,61,227
COOK:7504006,COOK:Evanston Ward 4 Precinct 6,Evanston,Ward 4 Precinct 6,370,130,500
COOK:7504007,COOK:Evanston Ward 4 Precinct 7,Evanston,Ward 4 Precinct 7,131,65,196
COOK:7505001,COOK:Evanston Ward 5 Precinct 1,Evanston,Ward 5 Precinct 1,288,60,348
COOK:7505002,COOK:Evanston Ward 5 Precinct 2,Evanston,Ward 5 Precinct 2,298,96,394
COOK:7505003,COOK:Evanston Ward 5 Precinct 3,Evanston,Ward 5 Precinct 3,278,61,339
COOK:7506001,COOK:Evanston Ward 6 Precinct 1,Evanston,Ward 6 Precinct 1,418,227,645
COOK:7506002,COOK:Evanston Ward 6 Precinct 2,Evanston,Ward 6 Precinct 2,274,111,385
COOK:7506003,COOK:Evanston Ward 6 Precinct 3,Evanston,Ward 6 Precinct 3,261,98,359
COOK:7506004,COOK:Evanston Ward 6 Precinct 4,Evanston,Ward 6 Precinct 4,513,195,708
COOK:7506005,COOK:Evanston Ward 6 Precinct 5,Evanston,Ward 6 Precinct 5,407,153,560
COOK:7506006,COOK:Evanston Ward 6 Precinct 6,Evanston,Ward 6 Precinct 6,430,179,609
COOK:7507001,COOK:Evanston Ward 7 Precinct 1,Evanston,Ward 7 Precinct 1,452,184,636
COOK:7507002,COOK:Evanston Ward 7 Precinct 2,Evanston,Ward 7 Precinct 2,477,206,683
COOK:7507003,COOK:Evanston Ward 7 Precinct 3,Evanston,Ward 7 Precinct 3,12,0,12
COOK:7507004,COOK:Evanston Ward 7 Precinct 4,Evanston,Ward 7 Precinct 4,310,97,407
COOK:7507005,COOK:Evanston Ward 7 Precinct 5,Evanston,Ward 7 Precinct 5,390,189,579
COOK:7508001,COOK:Evanston Ward 8 Precinct 1,Evanston,Ward 8 Precinct 1,310,77,387
COOK:7508002,COOK:Evanston Ward 8 Precinct 2,Evanston,Ward 8 Precinct 2,221,50,271
COOK:7508003,COOK:Evanston Ward 8 Precinct 3,Evanston,Ward 8 Precinct 3,155,40,195
COOK:7508004,COOK:Evanston Ward 8 Precinct 4,Evanston,Ward 8 Precinct 4,328,76,404
COOK:7508005,COOK:Evanston Ward 8 Precinct 5,Evanston,Ward 8 Precinct 5,335,82,417
COOK:7509001,COOK:Evanston Ward 9 Precinct 1,Evanston,Ward 9 Precinct 1,247,53,300
COOK:7509002,COOK:Evanston Ward 9 Precinct 2,Evanston,Ward 9 Precinct 2,692,125,817
COOK:7509003,COOK:Evanston Ward 9 Precinct 3,Evanston,Ward 9 Precinct 3,488,99,587
COOK:7509004,COOK:Evanston Ward 9 Precinct 4,Evanston,Ward 9 Precinct 4,547,101,648
COOK:7509005,COOK:Evanston Ward 9 Precinct 5,Evanston,Ward 9 Precinct 5,259,61,320
COOK:7600001,COOK:Hanover Precinct 1,Hanover,1,163,99,262
COOK:7600002,COOK:Hanover Precinct 2,Hanover,2,110,57,167
COOK:7600003,COOK:Hanover Precinct 3,Hanover,3,48,24,72
COOK:7600004,COOK:Hanover Precinct 4,Hanover,4,97,57,154
COOK:7600005,COOK:Hanover Precinct 5,Hanover,5,97,71,168
COOK:7600006,COOK:Hanover Precinct 6,Hanover,6,70,46,116
COOK:7600007,COOK:Hanover Precinct 7,Hanover,7,87,51,138
COOK:7600008,COOK:Hanover Precinct 8,Hanover,8,96,56,152
COOK:7600009,COOK:Hanover Precinct 9,Hanover,9,88,65,153
COOK:7600010,COOK:Hanover Precinct 10,Hanover,10,56,39,95
COOK:7600011,COOK:Hanover Precinct 11,Hanover,11,94,41,135
COOK:7600012,COOK:Hanover Precinct 12,Hanover,12,63,24,87
COOK:7600013,COOK:Hanover Precinct 13,Hanover,13,74,41,115
COOK:7600014,COOK:Hanover Precinct 14,Hanover,14,153,74,227
COOK:7600015,COOK:Hanover Precinct 15,Hanover,15,86,49,135
COOK:7600016,COOK:Hanover Precinct 16,Hanover,16,122,65,187
COOK:7600017,COOK:Hanover Precinct 17,Hanover,17,58,38,96
COOK:7600018,COOK:Hanover Precinct 18,Hanover,18,76,42,118
COOK:7600019,COOK:Hanover Precinct 19,Hanover,19,98,42,140
COOK:7600020,COOK:Hanover Precinct 20,Hanover,20,139,59,198
COOK:7600021,COOK:Hanover Precinct 21,Hanover,21,103,63,166
COOK:7600022,COOK:Hanover Precinct 22,Hanover,22,93,49,142
COOK:7600023,COOK:Hanover Precinct 23,Hanover,23,100,56,156
COOK:7600024,COOK:Hanover Precinct 24,Hanover,24,81,42,123
COOK:7600025,COOK:Hanover Precinct 25,Hanover,25,133,114,247
COOK:7600026,COOK:Hanover Precinct 26,Hanover,26,85,70,155
COOK:7600027,COOK:Hanover Precinct 27,Hanover,27,390,229,619
COOK:7600028,COOK:Hanover Precinct 28,Hanover,28,154,96,250
COOK:7600029,COOK:Hanover Precinct 29,Hanover,29,56,32,88
COOK:7600030,COOK:Hanover Precinct 30,Hanover,30,95,38,133
COOK:7600031,COOK:Hanover Precinct 31,Hanover,31,66,42,108
COOK:7600032,COOK:Hanover Precinct 32,Hanover,32,85,37,122
COOK:7600033,COOK:Hanover Precinct 33,Hanover,33,100,59,159
COOK:7600034,COOK:Hanover Precinct 34,Hanover,34,114,60,174
COOK:7600035,COOK:Hanover Precinct 35,Hanover,35,98,50,148
COOK:7600036,COOK:Hanover Precinct 36,Hanover,36,84,39,123
COOK:7600037,COOK:Hanover Precinct 37,Hanover,37,146,91,237
COOK:7600038,COOK:Hanover Precinct 38,Hanover,38,100,69,169
COOK:7600039,COOK:Hanover Precinct 39,Hanover,39,122,54,176
COOK:7600040,COOK:Hanover Precinct 40,Hanover,40,120,73,193
COOK:7600041,COOK:Hanover Precinct 41,Hanover,41,169,105,274
COOK:7600042,COOK:Hanover Precinct 42,Hanover,42,98,80,178
COOK:7600043,COOK:Hanover Precinct 43,Hanover,43,91,55,146
COOK:7700001,COOK:Lemont Precinct 1,Lemont,1,61,68,129
COOK:7700002,COOK:Lemont Precinct 2,Lemont,2,61,61,122
COOK:7700003,COOK:Lemont Precinct 3,Lemont,3,70,86,156
COOK:7700004,COOK:Lemont Precinct 4,Lemont,4,54,56,110
COOK:7700005,COOK:Lemont Precinct 5,Lemont,5,69,66,135
COOK:7700006,COOK:Lemont Precinct 6,Lemont,6,83,76,159
COOK:7700007,COOK:Lemont Precinct 7,Lemont,7,72,47,119
COOK:7700008,COOK:Lemont Precinct 8,Lemont,8,99,84,183
COOK:7700009,COOK:Lemont Precinct 9,Lemont,9,36,38,74
COOK:7700010,COOK:Lemont Precinct 10,Lemont,10,69,55,124
COOK:7700011,COOK:Lemont Precinct 11,Lemont,11,90,104,194
COOK:7700012,COOK:Lemont Precinct 12,Lemont,12,97,74,171
COOK:7700013,COOK:Lemont Precinct 13,Lemont,13,83,77,160
COOK:7700014,COOK:Lemont Precinct 14,Lemont,14,56,69,125
COOK:7800001,COOK:Leyden Precinct 1,Leyden,1,47,23,70
COOK:7800002,COOK:Leyden Precinct 2,Leyden,2,43,30,73
COOK:7800003,COOK:Leyden Precinct 3,Leyden,3,102,78,180
COOK:7800004,COOK:Leyden Precinct 4,Leyden,4,69,57,126
COOK:7800005,COOK:Leyden Precinct 5,Leyden,5,81,50,131
COOK:7800006,COOK:Leyden Precinct 6,Leyden,6,96,70,166
COOK:7800007,COOK:Leyden Precinct 7,Leyden,7,46,18,64
COOK:7800008,COOK:Leyden Precinct 8,Leyden,8,98,57,155
COOK:7800009,COOK:Leyden Precinct 9,Leyden,9,115,81,196
COOK:7800010,COOK:Leyden Precinct 10,Leyden,10,89,71,160
COOK:7800011,COOK:Leyden Precinct 11,Leyden,11,61,63,124
COOK:7800012,COOK:Leyden Precinct 12,Leyden,12,25,23,48
COOK:7800013,COOK:Leyden Precinct 13,Leyden,13,83,41,124
COOK:7800014,COOK:Leyden Precinct 14,Leyden,14,65,34,99
COOK:7800015,COOK:Leyden Precinct 15,Leyden,15,119,51,170
COOK:7800016,COOK:Leyden Precinct 16,Leyden,16,88,66,154
COOK:7800017,COOK:Leyden Precinct 17,Leyden,17,43,43,86
COOK:7800018,COOK:Leyden Precinct 18,Leyden,18,53,29,82
COOK:7800019,COOK:Leyden Precinct 19,Leyden,19,92,52,144
COOK:7800020,COOK:Leyden Precinct 20,Leyden,20,32,27,59
COOK:7800021,COOK:Leyden Precinct 21,Leyden,21,55,17,72
COOK:7800022,COOK:Leyden Precinct 22,Leyden,22,75,57,132
COOK:7800023,COOK:Leyden Precinct 23,Leyden,23,131,116,247
COOK:7800024,COOK:Leyden Precinct 24,Leyden,24,74,44,118
COOK:7800025,COOK:Leyden Precinct 25,Leyden,25,44,35,79
COOK:7800026,COOK:Leyden Precinct 26,Leyden,26,155,109,264
COOK:7800027,COOK:Leyden Precinct 27,Leyden,27,16,12,28
COOK:7800028,COOK:Leyden Precinct 28,Leyden,28,38,27,65
COOK:7800029,COOK:Leyden Precinct 29,Leyden,29,50,23,73
COOK:7800030,COOK:Leyden Precinct 30,Leyden,30,75,55,130
COOK:7800031,COOK:Leyden Precinct 31,Leyden,31,95,53,148
COOK:7800032,COOK:Leyden Precinct 32,Leyden,32,83,54,137
COOK:7800033,COOK:Leyden Precinct 33,Leyden,33,80,53,133
COOK:7800034,COOK:Leyden Precinct 34,Leyden,34,64,32,96
COOK:7800035,COOK:Leyden Precinct 35,Leyden,35,32,24,56
COOK:7800036,COOK:Leyden Precinct 36,Leyden,36,82,46,128
COOK:7800037,COOK:Leyden Precinct 37,Leyden,37,53,24,77
COOK:7800038,COOK:Leyden Precinct 38,Leyden,38,26,20,46
COOK:7800039,COOK:Leyden Precinct 39,Leyden,39,55,34,89
COOK:7800040,COOK:Leyden Precinct 40,Leyden,40,91,36,127
COOK:7800041,COOK:Leyden Precinct 41,Leyden,41,41,25,66
COOK:7800042,COOK:Leyden Precinct 42,Leyden,42,64,63,127
COOK:7800043,COOK:Leyden Precinct 43,Leyden,43,86,38,124
COOK:7800044,COOK:Leyden Precinct 44,Leyden,44,49,35,84
COOK:7800045,COOK:Leyden Precinct 45,Leyden,45,38,35,73
COOK:7800046,COOK:Leyden Precinct 46,Leyden,46,79,44,123
COOK:7800047,COOK:Leyden Precinct 47,Leyden,47,62,47,109
COOK:7800048,COOK:Leyden Precinct 48,Leyden,48,67,57,124
COOK:7800049,COOK:Leyden Precinct 49,Leyden,49,106,73,179
COOK:7800050,COOK:Leyden Precinct 50,Leyden,50,136,86,222
COOK:7900001,COOK:Lyons Precinct 1,Lyons,1,18,13,31
COOK:7900002,COOK:Lyons Precinct 2,Lyons,2,178,91,269
COOK:7900003,COOK:Lyons Precinct 3,Lyons,3,69,41,110
COOK:7900004,COOK:Lyons Precinct 4,Lyons,4,46,49,95
COOK:7900005,COOK:Lyons Precinct 5,Lyons,5,140,83,223
COOK:7900006,COOK:Lyons Precinct 6,Lyons,6,147,96,243
COOK:7900007,COOK:Lyons Precinct 7,Lyons,7,247,88,335
COOK:7900008,COOK:Lyons Precinct 8,Lyons,8,96,87,183
COOK:7900009,COOK:Lyons Precinct 9,Lyons,9,196,88,284
COOK:7900010,COOK:Lyons Precinct 10,Lyons,10,123,74,197
COOK:7900011,COOK:Lyons Precinct 11,Lyons,11,110,77,187
COOK:7900012,COOK:Lyons Precinct 12,Lyons,12,65,94,159
COOK:7900013,COOK:Lyons Precinct 13,Lyons,13,77,31,108
COOK:7900014,COOK:Lyons Precinct 14,Lyons,14,160,118,278
COOK:7900015,COOK:Lyons Precinct 15,Lyons,15,128,106,234
COOK:7900016,COOK:Lyons Precinct 16,Lyons,16,244,160,404
COOK:7900017,COOK:Lyons Precinct 17,Lyons,17,81,81,162
COOK:7900018,COOK:Lyons Precinct 18,Lyons,18,120,65,185
COOK:7900019,COOK:Lyons Precinct 19,Lyons,19,99,40,139
COOK:7900020,COOK:Lyons Precinct 20,Lyons,20,152,138,290
COOK:7900021,COOK:Lyons Precinct 21,Lyons,21,156,131,287
COOK:7900022,COOK:Lyons Precinct 22,Lyons,22,83,40,123
COOK:7900023,COOK:Lyons Precinct 23,Lyons,23,101,78,179
COOK:7900024,COOK:Lyons Precinct 24,Lyons,24,143,179,322
COOK:7900025,COOK:Lyons Precinct 25,Lyons,25,81,77,158
COOK:7900026,COOK:Lyons Precinct 26,Lyons,26,130,111,241
COOK:7900027,COOK:Lyons Precinct 27,Lyons,27,78,46,124
COOK:7900028,COOK:Lyons Precinct 28,Lyons,28,147,101,248
COOK:7900029,COOK:Lyons Precinct 29,Lyons,29,54,56,110
COOK:7900030,COOK:Lyons Precinct 30,Lyons,30,13,11,24
COOK:7900031,COOK:Lyons Precinct 31,Lyons,31,97,82,179
COOK:7900032,COOK:Lyons Precinct 32,Lyons,32,36,28,64
COOK:7900033,COOK:Lyons Precinct 33,Lyons,33,25,19,44
COOK:7900034,COOK:Lyons Precinct 34,Lyons,34,29,35,64
COOK:7900035,COOK:Lyons Precinct 35,Lyons,35,48,39,87
COOK:7900036,COOK:Lyons Precinct 36,Lyons,36,95,81,176
COOK:7900037,COOK:Lyons Precinct 37,Lyons,37,71,46,117
COOK:7900038,COOK:Lyons Precinct 38,Lyons,38,37,17,54
COOK:7900039,COOK:Lyons Precinct 39,Lyons,39,125,92,217
COOK:7900040,COOK:Lyons Precinct 40,Lyons,40,148,123,271
COOK:7900041,COOK:Lyons Precinct 41,Lyons,41,49,45,94
COOK:7900042,COOK:Lyons Precinct 42,Lyons,42,70,84,154
COOK:7900043,COOK:Lyons Precinct 43,Lyons,43,97,79,176
COOK:7900044,COOK:Lyons Precinct 44,Lyons,44,133,131,264
COOK:7900045,COOK:Lyons Precinct 45,Lyons,45,204,121,325
COOK:7900046,COOK:Lyons Precinct 46,Lyons,46,50,52,102
COOK:7900047,COOK:Lyons Precinct 47,Lyons,47,117,114,231
COOK:7900048,COOK:Lyons Precinct 48,Lyons,48,75,61,136
COOK:7900049,COOK:Lyons Precinct 49,Lyons,49,55,40,95
COOK:7900050,COOK:Lyons Precinct 50,Lyons,50,117,86,203
COOK:7900051,COOK:Lyons Precinct 51,Lyons,51,72,40,112
COOK:7900052,COOK:Lyons Precinct 52,Lyons,52,122,88,210
COOK:7900053,COOK:Lyons Precinct 53,Lyons,53,76,83,159
COOK:7900054,COOK:Lyons Precinct 54,Lyons,54,75,53,128
COOK:7900055,COOK:Lyons Precinct 55,Lyons,55,72,85,157
COOK:7900056,COOK:Lyons Precinct 56,Lyons,56,109,73,182
COOK:7900057,COOK:Lyons Precinct 57,Lyons,57,84,70,154
COOK:7900058,COOK:Lyons Precinct 58,Lyons,58,44,43,87
COOK:7900059,COOK:Lyons Precinct 59,Lyons,59,62,51,113
COOK:7900060,COOK:Lyons Precinct 60,Lyons,60,143,44,187
COOK:7900061,COOK:Lyons Precinct 61,Lyons,61,105,107,212
COOK:7900062,COOK:Lyons Precinct 62,Lyons,62,57,85,142
COOK:7900063,COOK:Lyons Precinct 63,Lyons,63,95,90,185
COOK:7900064,COOK:Lyons Precinct 64,Lyons,64,87,56,143
COOK:7900065,COOK:Lyons Precinct 65,Lyons,65,83,91,174
COOK:7900066,COOK:Lyons Precinct 66,Lyons,66,34,19,53
COOK:7900067,COOK:Lyons Precinct 67,Lyons,67,89,60,149
COOK:7900068,COOK:Lyons Precinct 68,Lyons,68,69,42,111
COOK:7900069,COOK:Lyons Precinct 69,Lyons,69,114,138,252
COOK:8000001,COOK:Maine Precinct 1,Maine,1,53,27,80
COOK:8000002,COOK:Maine Precinct 2,Maine,2,73,39,112
COOK:8000003,COOK:Maine Precinct 3,Maine,3,30,17,47
COOK:8000004,COOK:Maine Precinct 4,Maine,4,168,109,277
COOK:8000005,COOK:Maine Precinct 5,Maine,5,96,73,169
COOK:8000006,COOK:Maine Precinct 6,Maine,6,197,120,317
COOK:8000007,COOK:Maine Precinct 7,Maine,7,88,53,141
COOK:8000008,COOK:Maine Precinct 8,Maine,8,150,119,269
COOK:8000009,COOK:Maine Precinct 9,Maine,9,183,113,296
COOK:8000010,COOK:Maine Precinct 10,Maine,10,227,97,324
COOK:8000011,COOK:Maine Precinct 11,Maine,11,44,37,81
COOK:8000012,COOK:Maine Precinct 12,Maine,12,63,61,124
COOK:8000013,COOK:Maine Precinct 13,Maine,13,94,63,157
COOK:8000014,COOK:Maine Precinct 14,Maine,14,166,92,258
COOK:8000015,COOK:Maine Precinct 15,Maine,15,100,68,168
COOK:8000016,COOK:Maine Precinct 16,Maine,16,95,48,143
COOK:8000017,COOK:Maine Precinct 17,Maine,17,115,59,174
COOK:8000018,COOK:Maine Precinct 18,Maine,18,106,57,163
COOK:8000019,COOK:Maine Precinct 19,Maine,19,44,32,76
COOK:8000020,COOK:Maine Precinct 20,Maine,20,79,51,130
COOK:8000021,COOK:Maine Precinct 21,Maine,21,123,100,223
COOK:8000022,COOK:Maine Precinct 22,Maine,22,118,119,237
COOK:8000023,COOK:Maine Precinct 23,Maine,23,52,41,93
COOK:8000024,COOK:Maine Precinct 24,Maine,24,151,118,269
COOK:8000025,COOK:Maine Precinct 25,Maine,25,221,150,371
COOK:8000026,COOK:Maine Precinct 26,Maine,26,139,85,224
COOK:8000027,COOK:Maine Precinct 27,Maine,27,59,27,86
COOK:8000028,COOK:Maine Precinct 28,Maine,28,37,18,55
COOK:8000029,COOK:Maine Precinct 29,Maine,29,121,122,243
COOK:8000030,COOK:Maine Precinct 30,Maine,30,249,223,472
COOK:8000031,COOK:Maine Precinct 31,Maine,31,77,62,139
COOK:8000032,COOK:Maine Precinct 32,Maine,32,101,78,179
COOK:8000033,COOK:Maine Precinct 33,Maine,33,67,34,101
COOK:8000034,COOK:Maine Precinct 34,Maine,34,122,88,210
COOK:8000035,COOK:Maine Precinct 35,Maine,35,147,58,205
COOK:8000036,COOK:Maine Precinct 36,Maine,36,93,72,165
COOK:8000037,COOK:Maine Precinct 37,Maine,37,104,54,158
COOK:8000038,COOK:Maine Precinct 38,Maine,38,53,39,92
COOK:8000039,COOK:Maine Precinct 39,Maine,39,104,82,186
COOK:8000040,COOK:Maine Precinct 40,Maine,40,77,59,136
COOK:8000041,COOK:Maine Precinct 41,Maine,41,68,48,116
COOK:8000042,COOK:Maine Precinct 42,Maine,42,153,123,276
COOK:8000043,COOK:Maine Precinct 43,Maine,43,70,76,146
COOK:8000044,COOK:Maine Precinct 44,Maine,44,96,55,151
COOK:8000045,COOK:Maine Precinct 45,Maine,45,80,59,139
COOK:8000046,COOK:Maine Precinct 46,Maine,46,103,63,166
COOK:8000047,COOK:Maine Precinct 47,Maine,47,87,64,151
COOK:8000048,COOK:Maine Precinct 48,Maine,48,156,72,228
